Review ID,Raw Review Text,Final Entity,Final Tag,clean_Raw Review Text,token,counter,dup_count,mismatch_count,ground
113,"really love this mattress , super comfy , not too soft not too hard , no more back pain after sleep .","['back pain', 'comfy', 'hard', 'mattress', 'sleep', 'soft']","['Pain Relief', 'Comfort', 'Firmness', 'Mattress', 'Sleep Quality', 'Firmness']","really love this mattress , super comfy , not too soft not too hard , no more back pain after sleep .","['really', 'love', 'this', 'mattress', ',', 'super', 'comfy', ',', 'not', 'too', 'soft', 'not', 'too', 'hard', ',', 'no', 'more', 'back', 'pain', 'after', 'sleep', '.']","[1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'B-Sleep Quality', 'O']"
114,"i am quite pleased with this mattress . quite comfortable , not overly firm , no more waking with aches and pains in the morning . great sound sleep !","['aches', 'comfortable', 'firm', 'great sound sleep', 'mattress', 'morning', 'pains', 'waking']","['Pain Relief', 'Comfort', 'Firmness', 'Sleep Quality', 'Mattress', 'Time Of Day', 'Pain Relief', 'Waking Up']","i am quite pleased with this mattress . quite comfortable , not overly firm , no more waking with aches and pains in the morning . great sound sleep !","['i', 'am', 'quite', 'pleased', 'with', 'this', 'mattress', '.', 'quite', 'comfortable', ',', 'not', 'overly', 'firm', ',', 'no', 'more', 'waking', 'with', 'aches', 'and', 'pains', 'in', 'the', 'morning', '.', 'great', 'sound', 'sleep', '!']","[1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Waking Up', 'O', 'B-Pain Relief', 'O', 'B-Pain Relief', 'O', 'O', 'B-Time Of Day', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'O']"
115,very bad packaging ! broken bags and dirty foam . ca not expect the quality .,"['bags', 'broken', 'dirty', 'expect', 'foam', 'packaging', 'quality']","['Packaging', 'Damage', 'Cleanliness', 'Meets Expectations', 'Foam', 'Packaging', 'Quality']",very bad packaging ! broken bags and dirty foam . ca not expect the quality .,"['very', 'bad', 'packaging', '!', 'broken', 'bags', 'and', 'dirty', 'foam', '.', 'ca', 'not', 'expect', 'the', 'quality', '.']","[1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'O', 'B-Packaging', 'O', 'B-Damage', 'B-Packaging', 'O', 'B-Cleanliness', 'B-Foam', 'O', 'O', 'O', 'B-Meets Expectations', 'O', 'B-Quality', 'O']"
116,"sleeps well , no chemical smell / no odor . slightly larger than other twin mattresses that we have , and fills the space in the twin#1 bed snugly . good value for the price .","['bed', 'chemical smell', 'fills the space', 'larger', 'mattresses', 'odor', 'price', 'sleeps', 'snugly', 'twin', 'twin#1', 'value']","['Bed', 'Smell', 'Product Fit', 'Size', 'Mattress', 'Smell', 'Price', 'Sleep Quality', 'Product Fit', 'Mattress Size', 'Mattress Size', 'Saving Money']","sleeps well , no chemical smell / no odor . slightly larger than other twin mattresses that we have , and fills the space in the twin#1 bed snugly . good value for the price .","['sleeps', 'well', ',', 'no', 'chemical', 'smell', '/', 'no', 'odor', '.', 'slightly', 'larger', 'than', 'other', 'twin', 'mattresses', 'that', 'we', 'have', ',', 'and', 'fills', 'the', 'space', 'in', 'the', 'twin', 'bed', 'snugly', '.', 'good', 'value', 'for', 'the', 'price', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,0,"['B-Sleep Quality', 'O', 'O', 'O', 'B-Smell', 'I-Smell', 'O', 'O', 'B-Smell', 'O', 'O', 'B-Size', 'O', 'O', 'B-Mattress Size', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'B-Product Fit', 'I-Product Fit', 'I-Product Fit', 'O', 'O', 'B-Mattress Size', 'B-Bed', 'B-Product Fit', 'O', 'O', 'B-Saving Money', 'O', 'O', 'B-Price', 'O']"
118,as pictured and very comfortable ! ! cheaper than the one i bought at the store ! !,"['as pictured', 'bought', 'cheaper', 'comfortable', 'store']","['Reliability', 'Purchase', 'Price', 'Comfort', 'Store']",as pictured and very comfortable ! ! cheaper than the one i bought at the store ! !,"['as', 'pictured', 'and', 'very', 'comfortable', '!', '!', 'cheaper', 'than', 'the', 'one', 'i', 'bought', 'at', 'the', 'store', '!', '!']","[1, 1, 1, 1, 1]",0,0,"['B-Reliability', 'I-Reliability', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'B-Store', 'O', 'O']"
119,it ' s a great mattress for the price it ' s soft and comfortable .,"['comfortable', 'mattress', 'price', 'soft']","['Comfort', 'Mattress', 'Price', 'Firmness']",it ' s a great mattress for the price it ' s soft and comfortable .,"['it', ""'"", 's', 'a', 'great', 'mattress', 'for', 'the', 'price', 'it', ""'"", 's', 'soft', 'and', 'comfortable', '.']","[1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'B-Firmness', 'O', 'B-Comfort', 'O']"
120,got a fantastic prime day deal on this baby . very comfy .,"['comfy', 'deal', 'prime day']","['Comfort', 'Deal', 'Promotion']",got a fantastic prime day deal on this baby . very comfy .,"['got', 'a', 'fantastic', 'prime', 'day', 'deal', 'on', 'this', 'baby', '.', 'very', 'comfy', '.']","[1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Promotion', 'I-Promotion', 'B-Deal', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O']"
121,"not comfortable , i threw away the box and it was hard to return .","['box', 'comfortable', 'hard to', 'return', 'threw away']","['Packaging', 'Comfort', 'Ease', 'Return', 'Throw Away']","not comfortable , i threw away the box and it was hard to return .","['not', 'comfortable', ',', 'i', 'threw', 'away', 'the', 'box', 'and', 'it', 'was', 'hard', 'to', 'return', '.']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'O', 'B-Throw Away', 'I-Throw Away', 'O', 'B-Packaging', 'O', 'O', 'O', 'B-Ease', 'I-Ease', 'B-Return', 'O']"
122,"very high quality , soft enough and keeps body cool enough . love the smell","['high quality', 'keeps body cool', 'smell', 'soft']","['Quality', 'Hot Sleep Prevention', 'Smell', 'Firmness']","very high quality , soft enough and keeps body cool enough . love the smell","['very', 'high', 'quality', ',', 'soft', 'enough', 'and', 'keeps', 'body', 'cool', 'enough', '.', 'love', 'the', 'smell']","[1, 1, 1, 1]",0,0,"['O', 'B-Quality', 'I-Quality', 'O', 'B-Firmness', 'O', 'O', 'B-Hot Sleep Prevention', 'I-Hot Sleep Prevention', 'I-Hot Sleep Prevention', 'O', 'O', 'O', 'O', 'B-Smell']"
123,"bought for our 4 yo son . great quality , low price . comfortable and durable ! great find !","['4 yo', 'bought', 'comfortable', 'durable', 'great quality', 'low', 'price', 'son']","['Age', 'Purchase', 'Comfort', 'Durability', 'Quality', 'Price', 'Price', 'Family Members']","bought for our 4 yo son . great quality , low price . comfortable and durable ! great find !","['bought', 'for', 'our', '4', 'yo', 'son', '.', 'great', 'quality', ',', 'low', 'price', '.', 'comfortable', 'and', 'durable', '!', 'great', 'find', '!']","[1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['B-Purchase', 'O', 'O', 'B-Age', 'I-Age', 'B-Family Members', 'O', 'B-Quality', 'I-Quality', 'O', 'B-Price', 'B-Price', 'O', 'B-Comfort', 'O', 'B-Durability', 'O', 'O', 'O', 'O']"
124,nice mattress . good support . comfortable . after having it a year i have noticed increasing back pain and all over body pain when waking up .,"['a year', 'all over body', 'back pain', 'comfortable', 'mattress', 'pain', 'support', 'waking up']","['Duration', 'Body', 'Pain Relief', 'Comfort', 'Mattress', 'Pain Relief', 'Support', 'Waking Up']",nice mattress . good support . comfortable . after having it a year i have noticed increasing back pain and all over body pain when waking up .,"['nice', 'mattress', '.', 'good', 'support', '.', 'comfortable', '.', 'after', 'having', 'it', 'a', 'year', 'i', 'have', 'noticed', 'increasing', 'back', 'pain', 'and', 'all', 'over', 'body', 'pain', 'when', 'waking', 'up', '.']","[1, 1, 1, 1, 1, 2, 1, 1]",1,0,"['O', 'B-Mattress', 'O', 'O', 'B-Support', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'B-Body', 'I-Body', 'I-Body', 'B-Pain Relief', 'O', 'B-Waking Up', 'I-Waking Up', 'O']"
125,comfortable ! did not have a bad odor as other reviews indicated . my husband ' s back problems have significantly improved .,"['back problems', 'bad odor', 'comfortable', 'husband']","['Pain Relief', 'Smell', 'Comfort', 'Partner or Spouse']",comfortable ! did not have a bad odor as other reviews indicated . my husband ' s back problems have significantly improved .,"['comfortable', '!', 'did', 'not', 'have', 'a', 'bad', 'odor', 'as', 'other', 'reviews', 'indicated', '.', 'my', 'husband', ""'"", 's', 'back', 'problems', 'have', 'significantly', 'improved', '.']","[1, 1, 1, 1]",0,0,"['B-Comfort', 'O', 'O', 'O', 'O', 'O', 'B-Smell', 'I-Smell', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Partner or Spouse', 'O', 'O', 'B-Pain Relief', 'I-Pain Relief', 'O', 'O', 'O', 'O']"
126,super soft and the foam is breaking up without even sleeping on it for a month .,"['a month', 'breaking up', 'foam', 'sleeping', 'soft']","['Duration', 'Durability', 'Foam', 'Sleep Quality', 'Firmness']",super soft and the foam is breaking up without even sleeping on it for a month .,"['super', 'soft', 'and', 'the', 'foam', 'is', 'breaking', 'up', 'without', 'even', 'sleeping', 'on', 'it', 'for', 'a', 'month', '.']","[1, 1, 1, 1, 1]",0,0,"['O', 'B-Firmness', 'O', 'O', 'B-Foam', 'O', 'B-Durability', 'I-Durability', 'O', 'O', 'B-Sleep Quality', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O']"
127,"bought this for my 6 year old daughter . great mattress was easy to remove from box , did not smell . is comfy and comfortable . definitely recommend to anyone .","['6 year old', 'anyone', 'bought', 'box', 'comfortable', 'comfy', 'daughter', 'easy', 'mattress', 'recommend', 'smell']","['Age', 'Influencers', 'Purchase', 'Packaging', 'Comfort', 'Comfort', 'Family Members', 'Ease', 'Mattress', 'Recommend', 'Smell']","bought this for my 6 year old daughter . great mattress was easy to remove from box , did not smell . is comfy and comfortable . definitely recommend to anyone .","['bought', 'this', 'for', 'my', '6', 'year', 'old', 'daughter', '.', 'great', 'mattress', 'was', 'easy', 'to', 'remove', 'from', 'box', ',', 'did', 'not', 'smell', '.', 'is', 'comfy', 'and', 'comfortable', '.', 'definitely', 'recommend', 'to', 'anyone', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['B-Purchase', 'O', 'O', 'O', 'B-Age', 'I-Age', 'I-Age', 'B-Family Members', 'O', 'O', 'B-Mattress', 'O', 'B-Ease', 'O', 'O', 'O', 'B-Packaging', 'O', 'O', 'O', 'B-Smell', 'O', 'O', 'B-Comfort', 'O', 'B-Comfort', 'O', 'O', 'B-Recommend', 'O', 'B-Influencers', 'O']"
128,your browser does not support html5 video . this gel memory foam mattress is exactly what my back needed . i just moved to a southern state and my back was a mess from all the moving . it not only helped my back but the top of the mattress#1 is a cooling pad and it moisture wicks from your skin . i am going through menopause and this has been a great help for my night sweats . it takes a bit to get to its full 11 inches and its worth it for the comfort you get . it is nicely made and the material is very soft .,"['11 inches', 'back', 'comfort', 'cooling', 'gel memory foam', 'material', 'mattress', 'mattress#1', 'moisture wicks', 'pad', 'soft', 'support']","['Thickness', 'Body', 'Comfort', 'Active Cooling', 'Gel Foam', 'Material', 'Mattress', 'Mattress', 'Moisture Control', 'Mattress Pad', 'Firmness', 'Support']",your browser does not support html5 video . this gel memory foam mattress is exactly what my back needed . i just moved to a southern state and my back was a mess from all the moving . it not only helped my back but the top of the mattress#1 is a cooling pad and it moisture wicks from your skin . i am going through menopause and this has been a great help for my night sweats . it takes a bit to get to its full 11 inches and its worth it for the comfort you get . it is nicely made and the material is very soft .,"['your', 'browser', 'does', 'not', 'support', 'html5', 'video', '.', 'this', 'gel', 'memory', 'foam', 'mattress', 'is', 'exactly', 'what', 'my', 'back', 'needed', '.', 'i', 'just', 'moved', 'to', 'a', 'southern', 'state', 'and', 'my', 'back', 'was', 'a', 'mess', 'from', 'all', 'the', 'moving', '.', 'it', 'not', 'only', 'helped', 'my', 'back', 'but', 'the', 'top', 'of', 'the', 'mattress', 'is', 'a', 'cooling', 'pad', 'and', 'it', 'moisture', 'wicks', 'from', 'your', 'skin', '.', 'i', 'am', 'going', 'through', 'menopause', 'and', 'this', 'has', 'been', 'a', 'great', 'help', 'for', 'my', 'night', 'sweats', '.', 'it', 'takes', 'a', 'bit', 'to', 'get', 'to', 'its', 'full', '11', 'inches', 'and', 'its', 'worth', 'it', 'for', 'the', 'comfort', 'you', 'get', '.', 'it', 'is', 'nicely', 'made', 'and', 'the', 'material', 'is', 'very', 'soft', '.']","[1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1,0,"['O', 'O', 'O', 'O', 'B-Support', 'O', 'O', 'O', 'O', 'B-Gel Foam', 'I-Gel Foam', 'I-Gel Foam', 'B-Mattress', 'O', 'O', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Body', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Active Cooling', 'B-Mattress Pad', 'O', 'O', 'B-Moisture Control', 'I-Moisture Control', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Material', 'O', 'O', 'B-Firmness', 'O']"
130,"great mattress ! easy setup . nice support . highly recommended . after 30 days , sleeping great !","['30 days', 'easy', 'mattress', 'recommended', 'setup', 'sleeping great', 'support']","['Duration', 'Ease', 'Mattress', 'Recommend', 'Assembly', 'Sleep Quality', 'Support']","great mattress ! easy setup . nice support . highly recommended . after 30 days , sleeping great !","['great', 'mattress', '!', 'easy', 'setup', '.', 'nice', 'support', '.', 'highly', 'recommended', '.', 'after', '30', 'days', ',', 'sleeping', 'great', '!']","[1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'B-Ease', 'B-Assembly', 'O', 'O', 'B-Support', 'O', 'O', 'B-Recommend', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O']"
131,"best nights sleep i ' ve had in months ! very comfortable , highly recommend !","['best nights sleep', 'comfortable', 'months', 'recommend']","['Sleep Quality', 'Comfort', 'Duration', 'Recommend']","best nights sleep i ' ve had in months ! very comfortable , highly recommend !","['best', 'nights', 'sleep', 'i', ""'"", 've', 'had', 'in', 'months', '!', 'very', 'comfortable', ',', 'highly', 'recommend', '!']","[1, 1, 1, 1]",0,0,"['B-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'O', 'O', 'B-Comfort', 'O', 'O', 'B-Recommend', 'O']"
132,good quality fits perfectly well for my twin beds and trundle,"['beds', 'fits', 'good quality', 'trundle', 'twin']","['Bed', 'Product Fit', 'Quality', 'Trundle', 'Mattress Size']",good quality fits perfectly well for my twin beds and trundle,"['good', 'quality', 'fits', 'perfectly', 'well', 'for', 'my', 'twin', 'beds', 'and', 'trundle']","[1, 1, 1, 1, 1]",0,0,"['B-Quality', 'I-Quality', 'B-Product Fit', 'O', 'O', 'O', 'O', 'B-Mattress Size', 'B-Bed', 'O', 'B-Trundle']"
133,our second mattress and could not be more happier . shipping did take longer then the first purchase however judy with customer service was more then helpful and kept us up there date .,"['customer service', 'did take longer', 'helpful', 'mattress', 'purchase', 'second', 'shipping']","['Customer Service', 'Speed', 'Helpfulness', 'Mattress', 'Purchase', 'Ordinal', 'Delivery']",our second mattress and could not be more happier . shipping did take longer then the first purchase however judy with customer service was more then helpful and kept us up there date .,"['our', 'second', 'mattress', 'and', 'could', 'not', 'be', 'more', 'happier', '.', 'shipping', 'did', 'take', 'longer', 'then', 'the', 'first', 'purchase', 'however', 'judy', 'with', 'customer', 'service', 'was', 'more', 'then', 'helpful', 'and', 'kept', 'us', 'up', 'there', 'date', '.']","[1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Ordinal', 'B-Mattress', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Delivery', 'B-Speed', 'I-Speed', 'I-Speed', 'O', 'O', 'O', 'B-Purchase', 'O', 'O', 'O', 'B-Customer Service', 'I-Customer Service', 'O', 'O', 'O', 'B-Helpfulness', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
134,"perfect , soft and comfy . we love it ! great price too for a king .","['comfy', 'king', 'price', 'soft']","['Comfort', 'Mattress Size', 'Price', 'Firmness']","perfect , soft and comfy . we love it ! great price too for a king .","['perfect', ',', 'soft', 'and', 'comfy', '.', 'we', 'love', 'it', '!', 'great', 'price', 'too', 'for', 'a', 'king', '.']","[1, 1, 1, 1]",0,0,"['O', 'O', 'B-Firmness', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Price', 'O', 'O', 'O', 'B-Mattress Size', 'O']"
135,"the mattress is good quality , non - deformable , elastic , comfortable to sleep and foldable . if you move frequently , this section is recommended . overall , cheap","['cheap', 'comfortable', 'elastic', 'foldable', 'good quality', 'mattress', 'move frequently', 'non - deformable', 'recommended', 'sleep']","['Price', 'Comfort', 'Feel', 'Shape', 'Quality', 'Mattress', 'Tossing And Turning', 'Conformance', 'Recommend', 'Sleep Quality']","the mattress is good quality , non - deformable , elastic , comfortable to sleep and foldable . if you move frequently , this section is recommended . overall , cheap","['the', 'mattress', 'is', 'good', 'quality', ',', 'non', '-', 'deformable', ',', 'elastic', ',', 'comfortable', 'to', 'sleep', 'and', 'foldable', '.', 'if', 'you', 'move', 'frequently', ',', 'this', 'section', 'is', 'recommended', '.', 'overall', ',', 'cheap']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'B-Quality', 'I-Quality', 'O', 'B-Conformance', 'I-Conformance', 'I-Conformance', 'O', 'B-Feel', 'O', 'B-Comfort', 'O', 'B-Sleep Quality', 'O', 'B-Shape', 'O', 'O', 'O', 'B-Tossing And Turning', 'I-Tossing And Turning', 'O', 'O', 'O', 'O', 'B-Recommend', 'O', 'O', 'O', 'B-Price']"
136,"fantastic mattress ! ! great value for money . easy to maintain , comfortable , adjust to the body easily and make the night sleep delightful !","['adjust to the body', 'comfortable', 'easy', 'to maintain', 'mattress', 'money', 'night sleep delightful', 'value']","['Conformance', 'Comfort', 'Ease', 'Maintenance', 'Mattress', 'Price', 'Sleep Quality', 'Saving Money']","fantastic mattress ! ! great value for money . easy to maintain , comfortable , adjust to the body easily and make the night sleep delightful !","['fantastic', 'mattress', '!', '!', 'great', 'value', 'for', 'money', '.', 'easy', 'to', 'maintain', ',', 'comfortable', ',', 'adjust', 'to', 'the', 'body', 'easily', 'and', 'make', 'the', 'night', 'sleep', 'delightful', '!']","[1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Mattress', 'O', 'O', 'O', 'B-Saving Money', 'O', 'B-Price', 'O', 'B-Ease', 'B-Maintenance', 'I-Maintenance', 'O', 'B-Comfort', 'O', 'B-Conformance', 'I-Conformance', 'I-Conformance', 'I-Conformance', 'O', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'I-Sleep Quality', 'O']"
137,"very comfortable , i absolutely love this mattress . good price and great quality","['comfortable', 'great quality', 'mattress', 'price']","['Comfort', 'Quality', 'Mattress', 'Price']","very comfortable , i absolutely love this mattress . good price and great quality","['very', 'comfortable', ',', 'i', 'absolutely', 'love', 'this', 'mattress', '.', 'good', 'price', 'and', 'great', 'quality']","[1, 1, 1, 1]",0,0,"['O', 'B-Comfort', 'O', 'O', 'O', 'O', 'O', 'B-Mattress', 'O', 'O', 'B-Price', 'O', 'B-Quality', 'I-Quality']"
138,"it ' s comfortable , better for back support . i instantly go to sleep","['back support', 'comfortable', 'go to sleep', 'instantly']","['Support', 'Comfort', 'Falling Asleep', 'Speed']","it ' s comfortable , better for back support . i instantly go to sleep","['it', ""'"", 's', 'comfortable', ',', 'better', 'for', 'back', 'support', '.', 'i', 'instantly', 'go', 'to', 'sleep']","[1, 1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Support', 'I-Support', 'O', 'O', 'B-Speed', 'B-Falling Asleep', 'I-Falling Asleep', 'I-Falling Asleep']"
139,mattress is very hard and uncomfortable . we wake every morning sore .,"['hard', 'mattress', 'every morning', 'sore', 'uncomfortable', 'wake']","['Firmness', 'Mattress', 'Frequency', 'Pain Relief', 'Comfort', 'Waking Up']",mattress is very hard and uncomfortable . we wake every morning sore .,"['mattress', 'is', 'very', 'hard', 'and', 'uncomfortable', '.', 'we', 'wake', 'every', 'morning', 'sore', '.']","[1, 1, 1, 1, 1, 1]",0,0,"['B-Mattress', 'O', 'O', 'B-Firmness', 'O', 'B-Comfort', 'O', 'O', 'B-Waking Up', 'B-Frequency', 'I-Frequency', 'B-Pain Relief', 'O']"
141,it ' s comfortable and provides much more support then a memory foam,"['comfortable', 'memory foam', 'support']","['Comfort', 'Memory Foam', 'Support']",it ' s comfortable and provides much more support then a memory foam,"['it', ""'"", 's', 'comfortable', 'and', 'provides', 'much', 'more', 'support', 'then', 'a', 'memory', 'foam']","[1, 1, 1]",0,0,"['O', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'O', 'B-Support', 'O', 'O', 'B-Memory Foam', 'I-Memory Foam']"
142,i purchased this on prime day . it was an excellent value . all i was saying when opening the plastic that has kept it rolled up make sure it ' s on an open service because it comes open quite fast . right away and it went to nearly full thickness . very comfy mattress . not too hard and not too soft .,"['comes open', 'comfy', 'fast', 'full thickness', 'hard', 'mattress', 'opening', 'plastic', 'prime day', 'purchased', 'quite fast', 'rolled up', 'soft', 'value']","['Unboxing', 'Comfort', 'Speed', 'Thickness', 'Firmness', 'Mattress', 'Unboxing', 'Packaging', 'Promotion', 'Purchase', 'Speed', 'Rolled (Up)', 'Firmness', 'Saving Money']",i purchased this on prime day . it was an excellent value . all i was saying when opening the plastic that has kept it rolled up make sure it ' s on an open service because it comes open quite fast . right away and it went to nearly full thickness . very comfy mattress . not too hard and not too soft .,"['i', 'purchased', 'this', 'on', 'prime', 'day', '.', 'it', 'was', 'an', 'excellent', 'value', '.', 'all', 'i', 'was', 'saying', 'when', 'opening', 'the', 'plastic', 'that', 'has', 'kept', 'it', 'rolled', 'up', 'make', 'sure', 'it', ""'"", 's', 'on', 'an', 'open', 'service', 'because', 'it', 'comes', 'open', 'quite', 'fast', '.', 'right', 'away', 'and', 'it', 'went', 'to', 'nearly', 'full', 'thickness', '.', 'very', 'comfy', 'mattress', '.', 'not', 'too', 'hard', 'and', 'not', 'too', 'soft', '.']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,"['O', 'B-Purchase', 'O', 'O', 'B-Promotion', 'I-Promotion', 'O', 'O', 'O', 'O', 'O', 'B-Saving Money', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Unboxing', 'O', 'B-Packaging', 'O', 'O', 'O', 'O', 'B-Rolled (Up)', 'I-Rolled (Up)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Unboxing', 'I-Unboxing', 'B-Speed', 'I-Speed', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Thickness', 'I-Thickness', 'O', 'O', 'B-Comfort', 'B-Mattress', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Firmness', 'O']"
143,"it is very soft , i like soft#1 matress . i sleep well : ) higly recomend","['matress', 'recomend', 'sleep well', 'soft', 'soft#1']","['Mattress', 'Recommend', 'Sleep Quality', 'Firmness', 'Firmness']","it is very soft , i like soft#1 matress . i sleep well : ) higly recomend","['it', 'is', 'very', 'soft', ',', 'i', 'like', 'soft', 'matress', '.', 'i', 'sleep', 'well', ':', ')', 'higly', 'recomend']","[1, 1, 1, 2, 1]",1,0,"['O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Firmness', 'B-Mattress', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O', 'B-Recommend']"
144,"great quality , very comfortable , not too hard and either too soft . have a nice night on that .","['comfortable', 'great quality', 'hard', 'nice night', 'soft']","['Comfort', 'Quality', 'Firmness', 'Sleep Quality', 'Firmness']","great quality , very comfortable , not too hard and either too soft . have a nice night on that .","['great', 'quality', ',', 'very', 'comfortable', ',', 'not', 'too', 'hard', 'and', 'either', 'too', 'soft', '.', 'have', 'a', 'nice', 'night', 'on', 'that', '.']","[1, 1, 1, 1, 1]",0,0,"['B-Quality', 'I-Quality', 'O', 'O', 'B-Comfort', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Firmness', 'O', 'O', 'O', 'B-Sleep Quality', 'I-Sleep Quality', 'O', 'O', 'O']"
